published_at,title,description,url,sentiment,sentiment_score
2021-10-22T04:14:21+00:00,"Rupee And Bond Update - October 22, 2021: Reliance Securities","Rupee And Bond Update - October 22, 2021: Reliance Securities",https://www.bloombergquint.com/research-reports/rupee-and-bond-update-october-22-2021-reliance-securities,neutral,0.9458364248275756
2021-10-22T04:05:37+00:00,"Stocks in news: RIL, TVS Motor, Macrotech Developers, YES Bank and more","Stocks in news: Reliance Industries, JSW Steel, Indiamart Intermesh, Indian Energy Exchange, KEC International, Polycab India and more",https://www.businesstoday.in/markets/company-stock/story/stocks-in-news-ril-tvs-motor-macrotech-developers-yes-bank-and-more-310094-2021-10-22?utm_source=rssfeed,neutral,0.9438841938972472
2021-10-22T00:28:41+00:00,Youthful Thunder hope to build on effort vs. rebuilding Rockets,The Houston Rockets had reason to expect growing pains in the early stages of this season given their reliance on talented yet relatively inexperienced players to orchestrate their rebuild. The first step was a doozy. The Rockets trailed by as many as 35 points in their 124-106 road loss to the Minnesota Timberwolves on Wednesday. [&#8230;],https://nationalpost.com/pmn/sports-pmn/youthful-thunder-hope-to-build-on-effort-vs-rebuilding-rockets,negative,0.9155107140541076
2021-10-24T10:05:09+00:00,"Reliance&#039;s green energy biz taking shape, likely to contribute 10% of EBITDA in 5 years",Reliance is targeting solar manufacturing of 100 GW and green hydrogen costs of $1 per kg by 2030. It will spend $10 billion on the new energy business over the next 3 years towards achieving these targets.,https://www.businesstoday.in/latest/corporate/story/reliances-green-energy-biz-taking-shape-likely-to-contribute-10-of-ebitda-in-5-years-310274-2021-10-24?utm_source=rssfeed,positive,0.7579033970832825
2021-10-24T07:05:33+00:00,"Mcap of five of top-10 most valued firms down by over Rs 1.42 lakh cr; HUL, RIL most hit","The combined market valuation of five of the top-10 most valued companies eroded by Rs 1,42,880.11 crore last week, with Hindustan Unilever, Reliance Industries and Tata Consultancy Services emerging as major laggards",https://www.zeebiz.com/market-news/news-mcap-of-five-of-top-10-most-valued-firms-down-by-over-rs-142-lakh-cr-hul-ril-most-hit-168660,negative,0.9711887240409852
2021-10-25T05:02:30+00:00,Soaring energy prices put spotlight on Europe’s drafty buildings,"BRUSSELS &#8212; As European governments scramble to shield households from energy price spikes, advocates say renovating drafty buildings could help pull down consumer bills and cut countries&#8217; reliance on fossil fuels. Buildings produce more than a third of the European Union&#8217;s greenhouse gas emissions, with around 75% of their heating provided by fossil fuels. To [&#8230;]",https://nationalpost.com/pmn/environment-pmn/soaring-energy-prices-put-spotlight-on-europes-drafty-buildings,neutral,0.50413578748703
2021-10-25T03:50:37+00:00,"Stocks in news: Reliance Industries, ICICI Bank, Tech Mahindra, MCX and more",The market closed lower for the fourth straight session on October 22 despite holding on to opening gains in the first half of trading session.,https://www.businesstoday.in/markets/stocks/story/stocks-in-news-reliance-industries-icici-bank-tech-mahindra-mcx-and-more-310300-2021-10-25?utm_source=rssfeed,negative,0.969853401184082
2021-10-25T03:48:44+00:00,"Rupee And Bond Update - October 25, 2021: Reliance Securities ","Rupee And Bond Update - October 25, 2021: Reliance Securities ",https://www.bloombergquint.com/research-reports/rupee-and-bond-update-october-25-2021-reliance-securities,neutral,0.946446418762207
2021-10-25T03:11:41+00:00,Reliance Industries Q2 Review - Accelerated Growth Ambition To Drive Performance: ICICI Direct,Reliance Industries Q2 Review - Accelerated Growth Ambition To Drive Performance: ICICI Direct,https://www.bloombergquint.com/research-reports/reliance-industries-q2-review-accelerated-growth-ambition-to-drive-performance-icici-direct,positive,0.5807972550392151
2021-10-25T03:08:19+00:00,Reliance Industries Q2 Review - Business Momentum Gathers Speed: Prabhudas Lilladher,Reliance Industries Q2 Review - Business Momentum Gathers Speed: Prabhudas Lilladher,https://www.bloombergquint.com/research-reports/reliance-industries-q2-review-business-momentum-gathers-speed-prabhudas-lilladher,neutral,0.9266191124916076
2021-10-25T03:06:21+00:00,"Stocks in Focus on October 25: Reliance Industries, Tata Consumer Products, Asian Paints, Steel Stocks to NBFCs and more","Declining for the fourth day in a row on October 22, 2021, the benchmark S&P BSE Sensex fell by 101.88 points, or 0.17%, to end the day at 60,821.62. ",https://www.zeebiz.com/market-news/news-stocks-in-focus-on-october-25-reliance-industries-tata-consumer-products-asian-paints-steel-stocks-to-nbfcs-and-more-168686,negative,0.9749090671539308
2021-10-26T21:35:58+00:00,New Zealand insurance stress test highlights reliance on reinsurance,(marketscreener.com) The Reserve Bank of NewZealand said on Wednesday that its first stress test of theinsurance sector highlighted that the industry was reliant onoffshore reinsurance providers. The 2021 General Insurance Industry Stress Test covered New Zealand's five largest incorporated general insurerswho together accounted for over NZ$5...https://www.marketscreener.com/news/latest/New-Zealand-insurance-stress-test-highlights-reliance-on-reinsurance--36790962/?utm_medium=RSS&utm_content=20211026,https://www.marketscreener.com/news/latest/New-Zealand-insurance-stress-test-highlights-reliance-on-reinsurance--36790962/?utm_medium=RSS&utm_content=20211026,neutral,0.8377264738082886
2021-10-26T16:02:56+00:00,Draftkings Dispute : Nominated Post,"*Originally posted on 10/26/2021:* ---Quote (Originally by vampire assassin)--- Are you a brain donor? Win or lose, he played because of the offer. Detrimental reliance. This is a slam dunk theft. To OP: If DK...",https://www.sportsbookreview.com/forum/nominated-posts/3679304-draftkings-dispute-nominated-post.html,neutral,0.8982570171356201
2021-10-26T15:40:42+00:00,Reliance Steel & Aluminum Co. (NYSE:RS) Receives Average Rating of “Buy” from Analysts,"Reliance Steel & Aluminum Co. (NYSE:RS) has received an average rating of &#8220;Buy&#8221; from the nine analysts that are covering the stock, MarketBeat reports. Three investment analysts have rated the stock with a hold recommendation and five have given a buy recommendation to the company. The average 12-month target price among analysts that have updated [&#8230;]",https://www.americanbankingnews.com/2021/10/26/reliance-steel-aluminum-co-nysers-receives-average-rating-of-buy-from-analysts.html,neutral,0.8936190605163574
2021-10-26T15:26:20+00:00,CONNECTED TRANSACTIONS-ENTERING INTO THE EQUITY TRANSFER AGREEMENTS REGARDING THE ACQUISITION OF INTEREST IN A SUBSIDIARY&#65288;H SHARES&#65289;,"(marketscreener.com) Hong Kong Exchanges and Clearing Limited and The Stock Exchange of Hong Kong Limited take no responsibility for the contents of this announcement, make no representation as to its accuracy or completeness and expressly disclaim any liability whatsoever for any loss howsoever arising from or in reliance upon the whole or...https://www.marketscreener.com/quote/stock/SHANGHAI-FOSUN-PHARMACEUT-6548924/news/CONNECTED-TRANSACTIONS-ENTERING-INTO-THE-EQUITY-TRANSFER-AGREEMENTS-REGARDING-THE-ACQUISITION-OF-INT-36787906/?utm_medium=RSS&utm_content=20211026",https://www.marketscreener.com/quote/stock/SHANGHAI-FOSUN-PHARMACEUT-6548924/news/CONNECTED-TRANSACTIONS-ENTERING-INTO-THE-EQUITY-TRANSFER-AGREEMENTS-REGARDING-THE-ACQUISITION-OF-INT-36787906/?utm_medium=RSS&utm_content=20211026,neutral,0.9371824264526368
2021-10-26T14:46:21+00:00,ANNOUNCEMENT OF THE OPERATING DATA FROM JANUARY TO SEPTEMBER OF 2021,"(marketscreener.com) Hong Kong Exchanges and Clearing Limited and The Stock Exchange of Hong Kong Limited take no responsibility for the contents of this announcement, make no representation as to its accuracy or completeness, and expressly disclaim any liability whatsoever for any loss howsoever arising from or in reliance upon the whole or...https://www.marketscreener.com/quote/stock/MAANSHAN-IRON-STEEL-COM-6165812/news/ANNOUNCEMENT-OF-THE-OPERATING-DATA-FROM-JANUARY-TO-SEPTEMBER-OF-2021-36787548/?utm_medium=RSS&utm_content=20211026",https://www.marketscreener.com/quote/stock/MAANSHAN-IRON-STEEL-COM-6165812/news/ANNOUNCEMENT-OF-THE-OPERATING-DATA-FROM-JANUARY-TO-SEPTEMBER-OF-2021-36787548/?utm_medium=RSS&utm_content=20211026,neutral,0.8965451121330261
2021-10-26T14:16:24+00:00,OVERSEAS REGULATORY ANNOUNCEMENT - ANNOUNCEMENT ON RESOLUTIONS OF THE BOARD OF DIRECTORS,"(marketscreener.com) Hong Kong Exchanges and Clearing Limited and The Stock Exchange of Hong Kong Limited take no responsibility for the contents of this announcement, make no representation as to its accuracy or completeness, and expressly disclaim any liability whatsoever for any loss howsoever arising from or in reliance upon the whole or...https://www.marketscreener.com/quote/stock/MAANSHAN-IRON-STEEL-COM-6165812/news/OVERSEAS-REGULATORY-ANNOUNCEMENT-ANNOUNCEMENT-ON-RESOLUTIONS-OF-THE-BOARD-OF-DIRECTORS-36787207/?utm_medium=RSS&utm_content=20211026",https://www.marketscreener.com/quote/stock/MAANSHAN-IRON-STEEL-COM-6165812/news/OVERSEAS-REGULATORY-ANNOUNCEMENT-ANNOUNCEMENT-ON-RESOLUTIONS-OF-THE-BOARD-OF-DIRECTORS-36787207/?utm_medium=RSS&utm_content=20211026,neutral,0.9038735628128052
2021-10-26T14:16:24+00:00,OVERSEAS REGULATORY ANNOUNCEMENT - ANNOUNCEMENT ON RESOLUTIONS OF THE FORTY-THIRD MEETING OF THE NINTH SESSION OF SUPERVISORY COMMITTEE,"(marketscreener.com) Hong Kong Exchanges and Clearing Limited and The Stock Exchange of Hong Kong Limited take no responsibility for the contents of this announcement, make no representation as to its accuracy or completeness, and expressly disclaim any liability whatsoever for any loss howsoever arising from or in reliance upon the whole or...https://www.marketscreener.com/quote/stock/MAANSHAN-IRON-STEEL-COM-6165812/news/OVERSEAS-REGULATORY-ANNOUNCEMENT-ANNOUNCEMENT-ON-RESOLUTIONS-OF-THE-FORTY-THIRD-MEETING-OF-THE-NIN-36787208/?utm_medium=RSS&utm_content=20211026",https://www.marketscreener.com/quote/stock/MAANSHAN-IRON-STEEL-COM-6165812/news/OVERSEAS-REGULATORY-ANNOUNCEMENT-ANNOUNCEMENT-ON-RESOLUTIONS-OF-THE-FORTY-THIRD-MEETING-OF-THE-NIN-36787208/?utm_medium=RSS&utm_content=20211026,neutral,0.9142608642578124
2021-10-26T14:05:33+00:00,From HCL To Reliance: Indian Companies Among Forbes' World’s Best Employers In 2021,Here are Forbes World's best employers in 2021.,https://www.indiatimes.com/trending/social-relevance/indian-companies-among-forbes-worlds-best-employers-552603.html,neutral,0.88710618019104
2021-10-26T13:28:52+00:00,Nykaa IPO - Strong Growth Potential: Reliance Securities,Nykaa IPO - Strong Growth Potential: Reliance Securities,https://www.bloombergquint.com/research-reports/nykaa-ipo-strong-growth-potential-reliance-securities,positive,0.6404902935028076
2021-10-26T13:24:46+00:00,IOB observes Vigilance Awareness Week 2021,"&#160; Chennai : Indian Overseas Bank observes Vigilance Awareness Week from today (26.10.2021) to 01.11.2021. In line with the theme of Vigilance Awareness Week &#8211; Independent India @ 75: Self- Reliance with Integrity, Smt. S Srimathy, Executive Director, Indian Overseas Bank, Shri Bhuwan Chandra, General Manager, Chief Financial Officer as well as the Senior Management [&#8230;]",https://orissadiary.com/iob-observes-vigilance-awareness-week-2021/,neutral,0.9253038167953492
2021-10-27T17:48:35+00:00,"&lsquo;Record Date' for the purpose of Second and Final Call on 42,26,26,894 partly paid-up equity shares of face value of Rs.10 each issued and allotted on rights basis","(marketscreener.com) October 27, 2021 BSE Limited National Stock Exchange of India Limited ...https://www.marketscreener.com/quote/stock/RELIANCE-INDUSTRIES-LTD-9058833/news/lsquo-Record-Date-for-the-purpose-of-Second-and-Final-Call-on-42-26-26-894-partly-paid-up-equity-s-36803230/?utm_medium=RSS&utm_content=20211027",https://www.marketscreener.com/quote/stock/RELIANCE-INDUSTRIES-LTD-9058833/news/lsquo-Record-Date-for-the-purpose-of-Second-and-Final-Call-on-42-26-26-894-partly-paid-up-equity-s-36803230/?utm_medium=RSS&utm_content=20211027,neutral,0.9419447779655457
2021-10-27T16:55:09+00:00,Future Retail asks Delhi court to quash Singapore arbitration panel&#039;s block on asset sale,"A Singapore arbitrator last year put the Future-Reliance deal on hold, and the panel last week declined Future's request to revoke that decision.",https://www.businesstoday.in/latest/corporate/story/future-retail-asks-delhi-court-to-quash-singapore-arbitration-panels-block-on-asset-sale-310641-2021-10-27?utm_source=rssfeed,negative,0.8922803401947021
2021-10-27T16:46:01+00:00,"Citing Climate, New York Nixes Two Natural Gas Power Plant Plans","""Constructing and operating a new fossil fuel-fired power plant perpetuates a reliance on fossil fuels.""",https://www.vice.com/en_us/article/qjb44b/citing-climate-new-york-nixes-two-natural-gas-power-plant-plans,negative,0.9167885184288024
2021-10-27T14:55:38+00:00,Iconix Lifestyle India acquires IP rights of British brand Lee Cooper for India,"The acquisition will allow Iconix Lifestyle India, a JV between Reliance Brands and Iconix Brand Group Inc, to expand Lee Cooper presence in India through enabling the brand’s distribution across all retail channels.",https://www.businesstoday.in/latest/corporate/story/iconix-lifestyle-india-acquires-ip-rights-of-british-brand-lee-cooper-for-india-310632-2021-10-27?utm_source=rssfeed,positive,0.8786332011222839
2021-10-27T14:28:32+00:00,ANNOUNCEMENT OF ANNUAL RESULTS FOR THE YEAR ENDED 31 JULY 2021,"(marketscreener.com) Hong Kong Exchanges and Clearing Limited and The Stock Exchange of Hong Kong Limited take no responsibility for the contents of this announcement, make no representation as to its accuracy or completeness and expressly disclaim any liability whatsoever for any loss howsoever arising from or in reliance upon the whole or...https://www.marketscreener.com/quote/stock/BEXCELLENT-GROUP-HOLDINGS-103501491/news/ANNOUNCEMENT-OF-ANNUAL-RESULTS-FOR-THE-YEAR-ENDED-31-JULY-2021-36801479/?utm_medium=RSS&utm_content=20211027",https://www.marketscreener.com/quote/stock/BEXCELLENT-GROUP-HOLDINGS-103501491/news/ANNOUNCEMENT-OF-ANNUAL-RESULTS-FOR-THE-YEAR-ENDED-31-JULY-2021-36801479/?utm_medium=RSS&utm_content=20211027,neutral,0.897362232208252
2021-10-27T14:01:03+00:00,ZetrOZ sam® Soft Tissue Healing Devices Help Veterans With Post-Op Recovery and Long-Term Pain Management,"(marketscreener.com) Wearable ultrasound therapy for home use assists in healing and reduces reliance on narcotic pain medications, which only mask painTRUMBULL, Conn., Oct. 27, 2021 -- ZetrOZ's sustained acoustic medicine therapy for home use is benefiting veterans in both postoperative recovery and longer-term pain management.&nbsp;Veterans themselves are...https://www.marketscreener.com/news/latest/ZetrOZ-sam-Soft-Tissue-Healing-Devices-Help-Veterans-With-Post-Op-Recovery-and-Long-Term-Pain-Manag--36799222/?utm_medium=RSS&utm_content=20211027",https://www.marketscreener.com/news/latest/ZetrOZ-sam-Soft-Tissue-Healing-Devices-Help-Veterans-With-Post-Op-Recovery-and-Long-Term-Pain-Manag--36799222/?utm_medium=RSS&utm_content=20211027,neutral,0.5474711656570435
2021-10-27T13:24:45+00:00,Reliance Steel &#038; Aluminum Co. (NYSE:RS) Shares Sold by Kennedy Capital Management Inc.,Reliance Steel &#038; Aluminum Co. (NYSE:RS) Shares Sold by Kennedy Capital Management Inc.,https://www.americanbankingnews.com/2021/10/27/reliance-steel-aluminum-co-nysers-shares-sold-by-kennedy-capital-management-inc.html,neutral,0.9431940317153932
2021-10-27T12:44:23+00:00,Climate Emergency Includes the Threat of ‘Nuclear Winter’,"When world leaders gather in Scotland next week for the COP26 climate change conference, activists will be pushing for drastic action to end the world’s catastrophic reliance on fossil fuels. Consciousness about the climate emergency has skyrocketed in recent years, while government responses remain meager. But one aspect of extreme climate jeopardy—“nuclear winter”—has hardly reached the stage of dim awareness Wishful[Read More...]",https://countercurrents.org/2021/10/climate-emergency-includes-the-threat-of-nuclear-winter/,neutral,0.6403923630714417
2021-10-27T12:38:22+00:00,How to boost customer experience with omnichannel delivery notifications,"(marketscreener.com) Let's talk logistics The pandemic has shined a spotlight on supply chains and the critical reliance we have on the logistics industry. Despite recent challenges, the crisis has presented opportunities for companies to revisit their business models, enter new markets, and innovate around new service offerings. Customers...https://www.marketscreener.com/quote/stock/LINK-MOBILITY-GROUP-HOLDI-114067305/news/How-to-boost-customer-experience-with-omnichannel-delivery-notifications-36798011/?utm_medium=RSS&utm_content=20211027",https://www.marketscreener.com/quote/stock/LINK-MOBILITY-GROUP-HOLDI-114067305/news/How-to-boost-customer-experience-with-omnichannel-delivery-notifications-36798011/?utm_medium=RSS&utm_content=20211027,neutral,0.526453971862793
2021-10-27T12:38:16+00:00,INSIDE INFORMATION - THIRD QUARTERLY REPORT OF 202110-27,"(marketscreener.com) Hong Kong Exchanges and Clearing Limited and The Stock Exchange of Hong Kong Limited take no responsibility for the contents of this announcement, make no representation as to its accuracy or completeness and expressly disclaim any liability whatsoever for any loss howsoever arising from or in reliance upon the whole or...https://www.marketscreener.com/quote/stock/CGN-POWER-CO-LTD-18750183/news/INSIDE-INFORMATION-THIRD-QUARTERLY-REPORT-OF-202110-27-36797999/?utm_medium=RSS&utm_content=20211027",https://www.marketscreener.com/quote/stock/CGN-POWER-CO-LTD-18750183/news/INSIDE-INFORMATION-THIRD-QUARTERLY-REPORT-OF-202110-27-36797999/?utm_medium=RSS&utm_content=20211027,neutral,0.8998572826385498
2021-10-28T21:49:05+00:00,Reliance Steel & Aluminum's (RS) CEO Jim Hoffman on Q3 2021 Results - Earnings Call Transcript,Reliance Steel & Aluminum's (RS) CEO Jim Hoffman on Q3 2021 Results - Earnings Call Transcript,https://seekingalpha.com/article/4463204-reliance-steel-and-aluminums-rs-ceo-jim-hoffman-on-q3-2021-results-earnings-call-transcript?source=feed_all_articles,neutral,0.783555269241333
2021-10-28T17:00:53+00:00,Barbados’ energy goals slightly behind target,"by Marlon Madden Barbados is trailing slightly behind its targets to achieve 100 per cent reliance on renewable energy by 2030, as outlined in the implementation plan of the revised National Energy Policy 2019-2030. However, Claire Best, Monitoring and Evaluation Specialist in the Ministry of Energy, Small Business and Entrepreneurship, is giving the assurance that [&#8230;]The post Barbados&#8217; energy goals slightly behind target appeared first on Barbados Today.",https://barbadostoday.bb/2021/10/28/barbados-energy-plan-slightly-behind-target/,positive,0.6743330955505371
2021-10-28T16:30:53+00:00,"Amundi Purchases Shares of 647,738 Reliance Steel &#038; Aluminum Co. (NYSE:RS)","Amundi Purchases Shares of 647,738 Reliance Steel &#038; Aluminum Co. (NYSE:RS)",https://www.americanbankingnews.com/2021/10/28/amundi-purchases-shares-of-647738-reliance-steel-aluminum-co-nysers.html,neutral,0.9372642040252686
2021-10-28T16:23:41+00:00,"Appointment of vice chairman and redesignation of non-executive director, etc - Form 6-K","(marketscreener.com) Hong Kong Exchanges and Clearing Limited and The Stock Exchange of Hong Kong Limited take no responsibility for the contents of this announcement, make no representation as to its accuracy or completeness and expressly disclaim any liability whatsoever for any loss howsoever arising from or in reliance upon the whole or any part of...https://www.marketscreener.com/quote/stock/PETROCHINA-COMPANY-LIMITE-1412714/news/Appointment-of-vice-chairman-and-redesignation-of-non-executive-director-etc-Form-6-K-36819555/?utm_medium=RSS&utm_content=20211028",https://www.marketscreener.com/quote/stock/PETROCHINA-COMPANY-LIMITE-1412714/news/Appointment-of-vice-chairman-and-redesignation-of-non-executive-director-etc-Form-6-K-36819555/?utm_medium=RSS&utm_content=20211028,neutral,0.9034681916236876
2021-10-28T15:49:50+00:00,Qalara helping Odisha and India’s artisanal products reach new global consumers,"&#8211; Sabai Grass placemats from Odisha’s Mayurbhanj and Raghurajpur Pattachitra serve-ware find market in Hongkong and London   &#8211; Traditional bone and horn craft from Sambhal discover new markets in South Africa Bhubaneswar: Qalara, India’s largest cross border B2B platform for artisanal goods, backed by Reliance, has set on motion plethora of initiatives to take Indian [&#8230;]",https://orissadiary.com/qalara-helping-odisha-and-indias-artisanal-products-reach-new-global-consumers/,positive,0.8265759944915771
2021-10-28T15:09:01+00:00,Reliance Steel &#038; Aluminum (NYSE:RS) Updates Q4 2021 Earnings Guidance,Reliance Steel &#038; Aluminum (NYSE:RS) Updates Q4 2021 Earnings Guidance,https://www.americanbankingnews.com/2021/10/28/reliance-steel-aluminum-nysers-updates-q4-2021-earnings-guidance.html,neutral,0.8430710434913635
2021-10-28T14:45:29+00:00,Robinhood’s new earnings report raises concerns about the company’s reliance on crypto trading,"Robinhood shares fell more than 10% and dipped below their IPO price following their third-quarter earnings report, with the main culprit being a sharp decline in crypto-related revenues that dragged down the company’s results. Read More",https://fortune.com/2021/10/28/robinhoods-new-earnings-report-raises-concerns-about-the-companys-reliance-on-crypto-trading/,negative,0.9721140265464784
2021-10-28T14:34:37+00:00,How much more are we paying for homes that offer cleaner energy?,"(marketscreener.com) Ahead of COP26, the Government has launched its Heat and Building Strategy. This will aim to encourage homeowners to switch to low-carbon alternatives before 2035 as part of its plan to cut Britain's reliance on fossil fuel heating. Following this announcement we undertook research to reveal the disparity between how homes...https://www.marketscreener.com/quote/stock/SAVILLS-PLC-4006034/news/How-much-more-are-we-paying-for-homes-that-offer-cleaner-energy-36818228/?utm_medium=RSS&utm_content=20211028",https://www.marketscreener.com/quote/stock/SAVILLS-PLC-4006034/news/How-much-more-are-we-paying-for-homes-that-offer-cleaner-energy-36818228/?utm_medium=RSS&utm_content=20211028,neutral,0.9089597463607788
2021-10-28T14:26:18+00:00,Odisha Electricity Regulatory Commission directs Reliance Infrastructure Ltd to pay the outstanding dues amounting to Rs 4234-crore to Gridco,"Bbhubaneswar: Odisha Electricity Regulatory Commission (OERC) directs Reliance Infrastructure to provide Rs 4235 crore compensation to GridCo for allegedly violating terms of agreement, informs GridCo counsel Pradipta Mohanty; Reliance was distributing power in NESCO, WESCO & SOUTHCO. Gridco had prayed that an amount of Rs 42,34,08,91,661 stands recoverable from RIL and the RIL managed Discoms [&#8230;]",https://orissadiary.com/odisha-electricity-regulatory-commission-directs-reliance-infrastructure-ltd-to-pay-the-outstanding-dues-amounting-to-rs-4234-crore-to-gridco/,neutral,0.5042672157287598
2021-10-28T14:13:34+00:00,General Announcement::PARTIAL REPURCHASE AND CANCELLATION OF SENIOR NOTES,"(marketscreener.com) The Singapore Exchange Securities Trading Limited assumes no responsibility for the contents of this announcement, makes no representation as to its accuracy or completeness and expressly disclaims any liability whatsoever for any loss howsoever arising from or in reliance upon the whole or any part of the contents of...https://www.marketscreener.com/quote/stock/CENTRAL-CHINA-REAL-ESTATE-6170685/news/General-Announcement-PARTIAL-REPURCHASE-AND-CANCELLATION-OF-SENIOR-NOTES-36817973/?utm_medium=RSS&utm_content=20211028",https://www.marketscreener.com/quote/stock/CENTRAL-CHINA-REAL-ESTATE-6170685/news/General-Announcement-PARTIAL-REPURCHASE-AND-CANCELLATION-OF-SENIOR-NOTES-36817973/?utm_medium=RSS&utm_content=20211028,neutral,0.620717465877533
